的	〔白勹丶丶_rqyy〕
附	〔阝亻寸丶_bwfy〕
担	〔扌日一一_rjgg〕
贵	〔贝⺀_kmu〕
班	〔王丶丿王_gytg〕
稳	〔禾⺈彐心_tqvn〕
钢	〔钅冂乂丶_qmry〕
迫	〔白辶三_rpd〕
答	〔𥫗口二_twkf〕
距	〔𧾷匚𡿨_lann〕
药	〔艹纟勹丶_axqy〕
假	〔亻丨又_wnhc〕
毫	〔冖毛巜_ypeb〕
兰	〔丷三二_udf〕
喜	〔士豆口二_flkf〕
练	〔纟丶_xaiy〕
乙	〔乙乙ЖЖ_nnll〕
酒	〔氵西一一_isgg〕
盾	〔𠂆十目三_rfhd〕
困	〔囗木氵_lsi〕
买	〔乛⺀大⺀_nudu〕
福	〔礻一口田_pgkl〕
征	〔彳一止一_tghg〕
阻	〔阝月一一_begg〕
损	〔扌口贝丶_rkmy〕
介	〔人〢_wjj〕
剂	〔文刂丨_yjjh〕
穿	〔𡕒丿𰀪_patr〕
钟	〔钅口丨丨_qkhh〕
顺	〔川丆贝丶_kdmy〕
飞	〔⺄氵_nui〕
丰	〔三丨〣_dhk〕
怕	〔忄白一_nrg〕
祖	〔礻月一一_pegg〕
矛	〔龴𠄐丿𰀪_cstr〕
执	〔扌丸丶_rvy〕
星	〔日生二_jtf〕
谁	〔讠亻一_ywyg〕
血	〔丿皿三_tld〕
背	〔匕月二_uxef〕
掌	〔口手〢_ikrj〕
脱	〔月丷口儿_eukq〕
希	〔乂𠂇冂丨_rdmh〕
评	〔讠一䒑十_yguf〕
沉	〔氵冖几𡿨_ipwn〕
概	〔木匸_svaq〕
跑	〔𧾷勹巳𡿨_lqnn〕
熟	〔子丸灬_ybvo〕
伤	〔亻𠂉力丿_wtet〕
衣	〔亠𧘇⺀_yeu〕
械	〔木戈廾丶_saay〕
烟	〔火囗大一_oldg〕
审	〔宀日丨〢_pjhj〕
扬	〔扌𠄎𰀪丿_rbrt〕
翻	〔釆田羽一_olng〕
秋	〔禾火丶_toy〕
露	〔雨𧾷夂口_fltk〕
慢	〔忄日罒又_njlc〕
静	〔龶月⺈亅_geqh〕
免	〔⺈口巜_qkqb〕
促	〔亻足丶_wly〕
践	〔𧾷二丶_lfxy〕
脚	〔月土厶卩_efcb〕
妈	〔女马一_vcg〕
补	〔衤卜丶_phy〕
薄	〔艹氵甫寸_aisf〕
牛	〔丨〣_rhk〕
句	〔勹口三_qkd〕
握	〔扌尸一至_rngc〕
编	〔纟户𠕁丨_xomh〕
庆	〔广大氵_odi〕
亮	〔冖几巜_ypwb〕
笔	〔𥫗毛巜_teb〕
居	〔尸古三_ndd〕
味	〔口二小丶_kfiy〕
映	〔日冂大丶_jmdy〕
斤	〔斤丿丿丨_rtth〕
培	〔土立口一_fukg〕
松	〔木八厶丶_swcy〕
乡	〔丿彡_xte〕
诗	〔讠土寸丶_yffy〕
异	〔巳廾〢_naj〕
孔	〔子乚𡿨_bnn〕
顾	〔厂⺋丆贝_dbdm〕
呼	〔口丿丷十_ktuf〕
香	〔禾日二_tjf〕
菜	〔艹爫木⺀_aesu〕
威	〔戊一女丶_dgvy〕
尼	〔尸匕巛_nxv〕
抓	〔扌爪丨丶_rrhy〕
攻	〔工攵丶_aty〕
奇	〔大丁口二_dskf〕
倍	〔亻立口一_wukg〕
临	〔〢𫩏一_jtjg〕
掉	〔扌⺊早丨_rhjh〕
岁	〔山夕⺀_mqu〕
脸	〔月一_ewig〕
剧	〔尸古刂丨_ndjh〕
哥	〔丁口丁口_sksk〕
延	〔丿止廴巛_thpv〕
末	〔一木氵_gsi〕
销	〔钅⺌月一_qieg〕
皇	〔白王二_rgf〕
永	〔丶㇆氵_ynii〕
汽	〔氵⺄𡿨_irnn〕
景	〔日小⺀_jyiu〕
娘	〔女丶艮丶_vyvy〕
伟	〔亻韦丨_whh〕
齐	〔文〢_yjj〕
陆	〔阝𰀁凵丨_bgbh〕
赵	〔走乂氵_hri〕
雷	〔雨田二_flf〕
危	〔⺈厂⺋巛_qdbv〕
胡	〔古月一_deg〕
聚	〔耳又乑⺀_bciu〕
硫	〔石亠厶_dyck〕
束	〔木口氵_ski〕
轴	〔冂土一_lmfg〕
套	〔大镸⺀_ddu〕
座	〔广人人土_owwf〕
粮	〔米丶艮丶_oyvy〕
灯	〔火丁丨_osh〕
课	〔讠日木丶_yjsy〕
绍	〔纟刀口一_xvkg〕
杨	〔木𠄎𰀪丿_sbrt〕
怀	〔忄丆卜丶_ndhy〕
饭	〔饣𠂆又丶_trcy〕
赶	〔走二丨〣_hfhk〕
缩	〔纟宀亻日_xpwj〕
额	〔宀夂口贝_ptkm〕
孙	〔子小丶_biy〕
棉	〔木白冂丨_srmh〕
鼓	〔士豆十又_flfc〕
宽	〔宀艹冂_pamq〕
绿	〔纟彐氺丶_xviy〕
川	〔川丿丨丨_kthh〕
夺	〔大寸⺀_dfu〕
归	〔彐一_jvg〕
灭	〔一火氵_goi〕
煤	〔火卄二木_oafs〕
宗	〔宀二小⺀_pfiu〕
衡	〔彳大丁_tqds〕
卷	〔龹⺋巜_ubb〕
盟	〔日月皿二_jelf〕
弱	〔弓冫弓冫_xuxu〕
竟	〔立日儿巜_ujqb〕
镇	〔钅十八_qfhw〕
途	〔木辶氵_wspi〕
厚	〔厂日子三_djbd〕
触	〔⺈用虫丶_qejy〕
措	〔扌龷日一_rajg〕
藏	〔艹戊ㄥ丶_adny〕
玉	〔王丶氵_gyi〕
哈	〔口口一_kwkg〕
零	〔雨人⺀_fwpu〕
枪	〔木人⺋𡿨_swbn〕
灵	〔彐火⺀_vou〕
险	〔阝一_bwig〕
款	〔士二小人_ffiw〕
召	〔刀口二_vkf〕
遍	〔户𠕁辶〣_ompk〕
呀	〔口𡕒丿丿_katt〕
敢	〔𠃍耳攵丶_nbty〕
恶	〔一业心⺀_gonu〕
借	〔亻龷日一_wajg〕
歌	〔丁口丁人_sksw〕
脑	〔月亠乂凵_eyrb〕
泽	〔氵又𰀁丨_icgh〕
染	〔氵九木⺀_ivsu〕
庭	〔广丿士廴_otfp〕
唱	〔口日日一_kjjg〕
训	〔讠川丨_ykh〕
堂	〔口土二_ikff〕
域	〔土戈口一_fakg〕
植	〔木十一_sfhg〕
欧	〔匚乂⺈人_arqw〕
宪	〔宀⺧儿巜_peqb〕
裂	〔一夕刂𧘇_gqje〕
努	〔女又力𰀪_vcer〕
彻	〔彳刀丿_tavt〕
探	〔扌㓁木丶_rpsy〕
沿	〔氵几口一_iwkg〕
户	〔户丶𠃍丿_oynt〕
振	〔扌辰丶_rdey〕
粒	〔米立一_oug〕
频	〔止𣥂丆贝_hhdm〕
督	〔上小又目_hich〕
袁	〔土口𧘇⺀_fkeu〕
垂	〔丿十龷一_tfag〕
纯	〔纟一𡳾𡿨_xgbn〕
纳	〔纟冂人丶_xmwy〕
折	〔扌斤丨_rrh〕
操	〔扌口口木_rkks〕
暗	〔日立日一_jujg〕
耐	〔丆𦉫寸丶_dmfy〕
份	〔亻八刀丿_wwvt〕
录	〔彐氺⺀_viu〕
卖	〔卖⺀大⺀_fudu〕
退	〔艮辶氵_vpi〕
遇	〔日⽱辶氵_jmpi〕
茶	〔艹人木⺀_awsu〕
润	〔氵门王一_iugg〕
肉	〔冂人人氵_mwwi〕
康	〔广彐⺌氵_ovii〕
唯	〔口亻一_kwyg〕
浓	〔氵冖𧘇丶_ipey〕
胞	〔月勹巳𡿨_eqnn〕
符	〔𥫗亻寸⺀_twfu〕
雪	〔雨彐二_fvf〕
磁	〔石䒑幺丶_duxy〕
献	〔十犬丶_fmdy〕
船	〔丿几口_tuwk〕
忙	〔忄亠𠃋𡿨_nynn〕
追	〔亻㠯辶三_wnpd〕
伊	〔亻尹丿_wvt〕
税	〔禾丷口儿_tukq〕
私	〔禾厶丶_tcy〕
篇	〔𥫗户𠕁〢_tomj〕
盘	〔丿皿二_tulf〕
夏	〔丆目夂⺀_dhtu〕
卡	〔上卜⺀_hhu〕
盖	〔丷王皿二_uglf〕
丁	〔丁一亅_sgh〕
季	〔禾子二_tbf〕
迎	〔卩辶〣_qbpk〕
予	〔龴𠄐〢_csj〕
架	〔力口木⺀_eksu〕
阴	〔阝月一_beg〕
刀	〔刀𠃌丿_vnt〕
阵	〔阝车丨_blh〕
瓦	〔一ㄥ⺄丶_gnny〕
野	〔日土予丨_jfch〕
盛	〔戊𠃌皿二_dnlf〕
氢	〔⺄工_rnca〕
削	〔⺌月刂丨_iejh〕
伸	〔亻日丨丨_wjhh〕
索	〔幺小⺀_fxiu〕
旗	〔方𠂉八_ytdw〕
忽	〔勹𰀪心⺀_qrnu〕
访	〔讠方丿_yyt〕
累	〔田幺小⺀_lxiu〕
燃	〔火犬灬_oqdo〕
虑	〔七心氵_hani〕
迹	〔亠辶氵_yopi〕
亦	〔亠⺀_you〕
典	〔冂龷八⺀_mawu〕
晶	〔日日日二_jjjf〕
雄	〔𠂇厶亻_dcwy〕
泛	〔氵丿之丶_itpy〕
谋	〔讠卄二木_yafs〕
托	〔扌丿七𡿨_rtan〕
透	〔禾乃辶彡_tbpe〕
横	〔木龷冂八_samw〕
屋	〔尸一至三_ngcd〕
朱	〔𡭔氵_rii〕
惊	〔忄小丶_nyiy〕
奋	〔大田二_dlf〕
替	〔二人二日_fwfj〕
痛	〔疒龴用〣_ucek〕
裁	〔十戈亠𧘇_faye〕
抽	〔扌冂土一_rmfg〕
楚	〔木木乛龰_ssnh〕
避	〔𡰪辛辶〣_nupk〕
硬	〔石一日乂_dgjr〕
寨	〔寒八木⺀_pwsu〕
床	〔广木氵_osi〕
旁	〔冖方𰀪_upyr〕
遗	〔贝辶氵_kmpi〕
弟	〔丷弓丨丿_uxht〕
洗	〔氵⺧儿𡿨_ieqn〕
幅	〔冂丨一田_mhgl〕
毒	〔龶母⺀_gxu〕
顿	〔一𡳾丆贝_gbdm〕
尚	〔⺌冂口二_imkf〕
塞	〔寒八土二_pwff〕
暴	〔日龷八氺_jawi〕
谢	〔讠身寸丶_yrfy〕
宝	〔宀王丶⺀_pgyu〕
圈	〔囗龹⺋巛_lubv〕
招	〔扌刀口一_rvkg〕
彩	〔爫木彡丿_eset〕
闻	〔门耳三_ubd〕
胶	〔月六乂丶_eury〕
残	〔一夕二_gqfx〕
遭	〔一冂龷辶_gmap〕
爷	〔八乂卩〢_wrbj〕
斜	〔木⺀十_wsuf〕
警	〔艹勹口言_aqky〕
揭	〔扌日勹𠃋_rjqn〕
鱼	〔一二_qgf〕
释	〔釆又𰀁丨_ocgh〕
倾	〔亻丆贝_wxdm〕
潮	〔氵十早月_ifje〕
贯	〔毌贝⺀_xmu〕
偏	〔亻户𠕁丨_womh〕
摇	〔扌爫山_rerm〕
监	〔〢皿二_jtlf〕
购	〔贝勹厶丶_mqcy〕
徐	〔彳木丶_twsy〕
付	〔亻寸丶_wfy〕
灰	〔𠂇火⺀_dou〕
园	〔囗二儿巛_lfqv〕
摆	〔扌罒土厶_rlfc〕
殊	〔一夕小_gqri〕
蒸	〔艹了灬_abio〕
碎	〔石亠人十_dywf〕
糖	〔米广彐口_oovk〕
词	〔讠司口一_ynkg〕
耗	〔三小毛𡿨_dien〕
赞	〔⺧儿⺧贝_eqem〕
炮	〔火勹巳𡿨_oqnn〕
吴	〔口一大⺀_kgdu〕
愈	〔刖心⺀_wenu〕
堆	〔土亻一_fwyg〕
骨	〔月二_mef〕
凯	〔山己几𡿨_mnwn〕
午	〔𠂉十〢_tfj〕
桥	〔木丿大_stdj〕
巨	〔匚三_and〕
救	〔一氺攵丶_gity〕
荣	〔艹冖木⺀_apsu〕
纷	〔纟八刀丿_xwvt〕
秦	〔三人禾⺀_dwtu〕
订	〔讠丁丨_ysh〕
旋	〔方𠂉乛龰_ytnh〕
割	〔宀丰口刂_pdkj〕
侧	〔亻贝刂丨_wmjh〕
纤	〔纟丿十丨_xtfh〕
凡	〔几丶氵_wyi〕
亡	〔亠ㄥ巜_ynb〕
杆	〔木二丨丨_sfhh〕
弦	〔弓亠幺丶_xyxy〕
馆	〔饣宀丨㠯_tphn〕
恩	〔囗大心⺀_ldnu〕
宋	〔宀木⺀_psu〕
妇	〔女彐一_vvg〕
吹	〔口⺈人丶_kqwy〕
男	〔田力𰀪_ler〕
版	〔片𠂆又丶_nrcy〕
禁	〔木木二小_ssfi〕
繁	〔𠂉母攵小_txti〕
滑	〔氵月一_imeg〕
败	〔贝攵丶_mty〕
捕	〔扌甫丶_rsy〕
择	〔扌又𰀁丨_rcgh〕
唐	〔广彐丨口_ovhk〕
播	〔扌釆田一_rolg〕
爸	〔八乂巴巜_wrcb〕
泥	〔氵尸匕𡿨_inxn〕
跳	〔𧾷儿丶_lqiy〕
君	〔尹口三_vkd〕
湾	〔氵亠弓_iyox〕
碳	〔石山𠂇火_dmdo〕
综	〔纟宀二小_xpfi〕
废	〔广又丶_oncy〕
庄	〔广土三_ofd〕
吨	〔口一𡳾𡿨_kgbn〕
库	〔广车〣_olk〕
睛	〔目龶月一_hgeg〕
楼	〔木米女一_sovg〕
麻	〔广木木氵_ossi〕
涉	〔氵止𣥂丿_ihht〕
尺	〔尸丶氵_nyi〕
剥	〔彐氺刂丨_vijh〕
伙	〔亻火丶_woy〕
麦	〔龶夂⺀_gtu〕
坦	〔土日一一_fjgg〕
嘴	〔口止匕用_khxe〕
鸡	〔又鸟一_cqg〕
耳	〔耳一丨一_bghg〕
荷	〔艹亻丁口_awsk〕
赛	〔寒八贝⺀_pwmu〕
肥	〔月巴𡿨_ecn〕
岸	〔山厂二丨_mdfh〕
谷	〔八人口二_wwkf〕
扎	〔扌乚𡿨_rnn〕
铜	〔钅冂一口_qmgk〕
街	〔彳土土丁_tffs〕
店	〔广⺊口三_ohkd〕
冬	〔夂⺀⺀_tuu〕
炉	〔火户丿_oot〕
姑	〔女古一_vdg〕
恢	〔忄𠂇火丶_ndoy〕
彪	〔七几彡_hawe〕
惯	〔忄毌贝丶_nxmy〕
朗	〔丶月一_yveg〕
秀	〔禾乃𰀪_tbr〕
勇	〔龴用力𰀪_ceer〕
驻	〔马丶王一_cygg〕
贺	〔力口贝⺀_ekmu〕
肯	〔止月二_hef〕
舞	〔夕丨_rlqh〕
蒙	〔艹冖二𧰨_apfe〕
昌	〔日日二_jjf〕
粗	〔米月一一_oegg〕
抵	〔扌𫠠丶_rqay〕
贸	〔刀贝⺀_qvmu〕
亿	〔亻乙𡿨_wnn〕
俄	〔亻我丶_wqy〕
键	〔钅彐𰀁廴_qvgp〕
您	〔亻⺈小心_wqin〕
旅	〔方𠂉丶_ytey〕
登	〔癶一豆二_wglf〕
壁	〔𡰪辛土二_nuff〕
乘	〔禾匕氵_tuxi〕
井	〔二〣_fjk〕
闪	〔门人氵_uwi〕
湿	〔氵日业一_ijog〕
缓	〔纟爫一又_xegc〕
洪	〔氵龷八丶_iawy〕
秘	〔禾心丿丶_tnty〕
芳	〔艹方𰀪_ayr〕
汗	〔氵二丨丨_ifhh〕
闭	〔门十丿彡_ufte〕
卜	〔丨丶氵_hyi〕
毕	〔匕十〢_xxfj〕
莫	〔艹日大⺀_ajdu〕
津	〔氵彐𰀁丨_ivgh〕
挂	〔扌土土一_rffg〕
逃	〔儿辶氵_qipi〕
磨	〔广木丆口_osdk〕
蛋	〔乛龰虫⺀_nhju〕
股	〔月几又丶_ewcy〕
黎	〔禾勹丿氺_tqti〕
塔	〔土艹口_fawk〕
塑	〔䒑屮月土_ubef〕
贡	〔工贝⺀_amu〕
港	〔氵龷八巳_iawn〕
腐	〔广亻寸人_owfw〕
筑	〔𥫗工几丶_tawy〕
冰	〔冫水丶_uiy〕
净	〔冫⺈彐亅_uqvh〕
健	〔亻彐𰀁廴_wvgp〕
殖	〔一夕十_gqfh〕
婚	〔女𫠠日_vqaj〕
奴	〔女又丶_vcy〕
插	〔扌丿十臼_rtfe〕
辩	〔讠辛丨_uyuh〕
纺	〔纟方丿_xyt〕
刺	〔木冂刂丨_smjh〕
啦	〔口扌立一_krug〕
勒	〔廿力丿_aket〕
援	〔扌爫一又_regc〕
像	〔亻⺈口𧰨_wqke〕
仪	〔亻丶乂丶_wyry〕
萨	〔艹阝产𰀪_abur〕
徒	〔彳土龰丶_tfhy〕
弄	〔王廾〢_gaj〕
浪	〔氵丶艮丶_iyvy〕
陷	〔阝⺈臼一_bqeg〕
汇	〔氵匚𡿨_ian〕
函	〔了凵〣_bibk〕
休	〔亻木丶_wsy〕
炼	〔火丶_oaiy〕
舍	〔古二_wdf〕
坡	〔土皮丶_fby〕
岛	〔山〣_qmk〕
猪	〔犭耂日一_efjg〕
郭	〔子阝丨_ybbh〕
隔	〔阝一口_bgkm〕
氯	〔⺄彐氺_rnvi〕
忘	〔亠ㄥ心⺀_ynnu〕
尖	〔小大⺀_idu〕
伏	〔亻犬丶_wdy〕
浮	〔氵爫子一_iebg〕
虚	〔七业三_haod〕
朋	〔月月一_eeg〕
授	〔扌爫冖又_repc〕
玻	〔王皮丶_gby〕
睡	〔目丿十一_htfg〕
障	〔阝立早丨_bujh〕
辛	〔立十〢_ufj〕
碱	〔石戊一丶_ddgy〕
贫	〔八刀贝⺀_wvmu〕
岩	〔山丆口二_mdkf〕
泪	〔氵目一_ihg〕
臣	〔匚臣〣_ahk〕
疑	〔匕𠂉大龰_xtdh〕
滚	〔氵六厶𧘇_iuce〕
壮	〔丬士一_ufg〕
梁	〔氵刀八木_ivws〕
荡	〔艹氵𠄎𰀪_aibr〕
启	〔户口三_okd〕
瑞	〔王山丆𦉫_gmdm〕
穷	〔力𰀪_per〕
甘	〔卄二三_afd〕
箱	〔𥫗木目二_tshf〕
童	〔立日土二_ujff〕
淡	〔氵火火丶_iooy〕
峰	〔山夂丰丨_mtdh〕
纲	〔纟冂乂丶_xmry〕
牙	〔𡕒丿彡_ate〕
怪	〔忄又土一_ncfg〕
佛	〔亻弓丨_wxjh〕
脂	〔月匕日一_exjg〕
炸	〔火𠂉丨二_othf〕
幸	〔土䒑十〢_fufj〕
截	〔十戈亻_fawy〕
牧	〔牜攵丶_tty〕
售	〔亻口二_wykf〕
蓝	〔艹〢皿_ajtl〕
镜	〔钅立日儿_qujq〕
震	〔雨辰⺀_fdeu〕
罢	〔罒土厶⺀_lfcu〕
锅	〔钅口冂人_qkmw〕
绕	〔纟𫠠丿兀_xatg〕
软	〔⺈人丶_lqwy〕
拥	〔扌用丨_reh〕
尊	〔丷酉寸⺀_usfu〕
豆	〔一豆二_glf〕
礼	〔礻乚𡿨_pnn〕
剩	〔禾匕刂_tuxj〕
擦	〔扌宀小_rpwi〕
耕	〔三小二_difj〕
颜	〔产彡丆⺵_uedm〕
泰	〔三人氺⺀_dwiu〕
菌	〔艹囗禾二_altf〕
绩	〔纟龶贝丶_xgmy〕
勤	〔廿口龶力_akge〕
竹	〔𠂉丨𠂉亅_thth〕
拖	〔扌𠂉也𡿨_rtbn〕
尤	〔𠂇乚丶氵_dnyi〕
伍	〔亻五一_wgg〕
匀	〔勹冫三_qud〕
锋	〔钅夂丰丨_qtdh〕
爆	〔火日龷氺_ojai〕
刊	〔二丨刂丨_fhjh〕
姓	〔女生一_vtg〕
仿	〔亻方丿_wyt〕
尾	〔尸毛巛_nev〕
脉	〔月丶㇆_eyni〕
违	〔韦辶〣_hpk〕
欲	〔八人口人_wwkw〕
筒	〔𥫗冂一口_tmgk〕
洞	〔氵冂一口_imgk〕
璃	〔王亠乂厶_gyrc〕
墨	〔黑土二_lff〕
默	〔黑犬丶_ldy〕
邦	〔阝丨_dbh〕
稍	〔禾⺌月一_tieg〕
丽	〔一冂丶丶_gmyy〕
珠	〔王小丶_griy〕
梅	〔木𠂉母丶_stxy〕
喝	〔口日勹ㄥ_kjqn〕
币	〔丿冂丨〣_tmhk〕
窗	〔丿囗夂_ptlt〕
氏	〔𫠠巛_qav〕
潜	〔氵二人日_ifwj〕
抱	〔扌勹巳𡿨_rqnn〕
森	〔木木木⺀_sssu〕
袖	〔衤冂土一_pmfg〕
喊	〔口戊一丶_kdgy〕
毁	〔臼工几又_eawc〕
艰	〔又艮丶_cvy〕
挑	〔扌儿丶_rqiy〕
焦	〔亻灬⺀_wyou〕
灾	〔宀火⺀_pou〕
泡	〔氵勹巳𡿨_iqnn〕
摩	〔广木手〣_osrk〕
夹	〔一丷大氵_gudi〕
枝	〔木十又丶_sfcy〕
埃	〔土厶𠂉大_fctd〕
呈	〔口王二_kgf〕
咱	〔口丿目一_kthg〕
描	〔扌艹田一_ralg〕
池	〔氵也𡿨_ibn〕
姐	〔女月一一_vegg〕
寒	〔寒八⺀⺀_pwuu〕
宫	〔宀口口二_pkkf〕
戴	〔十戈田八_falw〕
赤	〔土⺀_fou〕
腰	〔月覀女一_esvg〕
寸	〔十丶氵_fyi〕
敬	〔艹勹口攵_aqkt〕
懂	〔忄艹丿土_natf〕
忆	〔忄乙𡿨_nnn〕
洁	〔氵士口一_ifkg〕
丹	〔⺆亠三_myd〕
渡	〔氵广廿又_ioac〕
跃	〔𧾷丿大丶_ltdy〕
贝	〔贝丨𠃍丶_mhny〕
碰	〔石䒑业一_duog〕
凝	〔冫匕𠂉龰_uxth〕
诸	〔讠耂日一_yfjg〕
励	〔厂一勹力_dgqe〕
幕	〔艹日大丨_ajdh〕
柱	〔木丶王一_sygg〕
奖	〔丬夕大⺀_uqdu〕
缘	〔纟彑𧰨丶_xxey〕
奶	〔女乃丿_vbt〕
智	〔𠂉大口日_tdkj〕
污	〔氵二ㄅ𡿨_ifnn〕
奔	〔大十廾〢_dfaj〕
扫	〔扌彐一_rvg〕
隶	〔彐氺氵_vii〕
网	〔冂乂乂氵_mrri〕
饱	〔饣勹巳𡿨_tqnn〕
魏	〔禾女白厶_tvrc〕
肃	〔彐𡭔〣_vijk〕
轨	〔九𡿨_lvn〕
虎	〔七几巛_hawv〕
杜	〔木土一_sfg〕
隐	〔阝⺈彐心_bqvn〕
兄	〔口儿巜_kqb〕
廷	〔丿士廴巛_tfpv〕
鉴	〔〢金二_jtqf〕
寻	〔彐寸⺀_vfu〕
袋	〔亻弋亠𧘇_waye〕
申	〔日丨〣_jhk〕
隆	〔阝夂一生_btgt〕
诚	〔讠戊𠃌丶_ydny〕
遵	〔丷酉寸辶_usfp〕
票	〔覀二小⺀_sfiu〕
梦	〔木木夕⺀_ssqu〕
哲	〔扌斤口二_rrkf〕
纱	〔纟少丿_xit〕
亩	〔亠田二_ylf〕
猛	〔犭子皿一_eblg〕
兼	〔䒑⺀_uvu〕
埔	〔土甫丶_fsy〕
珍	〔王人彡丿_gwet〕
抢	〔扌人⺋𡿨_rwbn〕
趣	〔走耳又氵_hbci〕
厘	〔厂日土三_djfd〕
允	〔厶儿巜_cqb〕
博	〔十甫寸丶_fsfy〕
鬼	〔白厶氵_rqci〕
荒	〔艹亠ㄥ_aynk〕
铺	〔钅甫丶_qsy〕
伦	〔亻人匕𡿨_wwxn〕
汤	〔氵𠄎𰀪丿_ibrt〕
恰	〔忄口一_nwkg〕
拔	〔扌𠂇又丶_rdcy〕
恐	〔工几丶心_awyn〕
弯	〔亠弓巜_yoxb〕
晓	〔日𫠠丿兀_jatg〕
圣	〔又土二_cff〕
颗	〔日木丆贝_jsdm〕
奏	〔三人一大_dwgd〕
妹	〔女二小丶_vfiy〕
忠	〔口丨心⺀_khnu〕
循	〔彳𠂆十目_trfh〕
沟	〔氵勹厶丶_iqcy〕
航	〔丿亠几_tuyw〕
柴	〔止匕木⺀_hxsu〕
碍	〔石日一寸_djgf〕
舟	〔丿氵_tui〕
寄	〔宀大丁口_pdsk〕
钻	〔钅⺊口一_qhkg〕
抬	〔扌厶口一_rckg〕
郑	〔䒑大阝丨_udbh〕
稀	〔禾乂𠂇丨_trdh〕
页	〔丆贝⺀_dmu〕
喷	〔口十艹贝_kfam〕
摸	〔扌艹日大_rajd〕
炭	〔山𠂇火⺀_mdou〕
巧	〔工一ㄅ𡿨_agnn〕
柯	〔木丁口一_sskg〕
贴	〔贝⺊口一_mhkg〕
桌	〔⺊日木⺀_hjsu〕
劲	〔工力丿_caet〕
腾	〔月龹马一_eucg〕
妻	〔一彐丨女_gvhv〕
铸	〔钅寸丶_qdfy〕
锐	〔钅丷口儿_qukq〕
陶	〔阝勹山_bqrm〕
弃	〔亠厶廾〢_ycaj〕
赫	〔土土_fofo〕
乏	〔丿之⺀_tpu〕
阔	〔门氵丿古_uitd〕
紫	〔止匕幺小_hxxi〕
牌	〔片十丨_nrfh〕
挤	〔扌文丨_ryjh〕
迷	〔米辶氵_opi〕
闹	〔门亠冂丨_uymh〕
罚	〔罒讠刂〢_lyjj〕
拍	〔扌白一_rrg〕
码	〔石马一_dcg〕
偶	〔亻日⽱丶_wjmy〕
祥	〔礻䒑𰀁丨_pugh〕
届	〔尸冂土三_nmfd〕
邻	〔人阝丨_wpbh〕
暂	〔斤日二_lrjf〕
膜	〔月艹日大_eajd〕
乌	〔勹ㄅ一三_qngd〕
磷	〔石米夕丨_doqh〕
胆	〔月日一一_ejgg〕
撤	〔扌亠厶攵_ryct〕
戏	〔又戈丶_cay〕
辉	〔⺌兀冖车_igpl〕
讯	〔讠⺄十丨_ynfh〕
仁	〔亻二一_wfg〕
巩	〔工几丶丶_awyy〕
碧	〔王白丆口_grdk〕
瓜	〔爪厶氵_rci〕
忍	〔刀丶心⺀_vynu〕
签	〔𥫗二_twif〕
邓	〔又阝丨_cbh〕
吉	〔士口二_fkf〕
储	〔亻讠耂日_wyfj〕
桂	〔木土土一_sffg〕
递	〔丷弓丨辶_uxhp〕
疗	〔疒了〣_ubk〕
宾	〔宀一八_prgw〕
滴	〔氵冂古_iumd〕
柬	〔木氵_sli〕
绳	〔纟口日乚_xkjn〕
扰	〔扌𠂇乚丶_rdny〕
洛	〔氵夂口一_itkg〕
腿	〔月艮辶丶_evpy〕
详	〔讠䒑𰀁丨_yugh〕
虫	〔口丨一丶_khgy〕
牲	〔牜生一_ttg〕
悲	〔丨三心⺀_hdnu〕
呆	〔口木⺀_ksu〕
齿	〔止齿〢_hbj〕
狂	〔犭王一_egg〕
柳	〔木丿卩_sqtb〕
暖	〔日爫一又_jegc〕
竞	〔立口儿巜_ukqb〕
链	〔钅车辶丶_qlpy〕
催	〔亻山亻_wmwy〕
仲	〔亻口丨丨_wkhh〕
烂	〔火丷三一_oudg〕
醒	〔西一日生_sgjt〕
挖	〔扌乙𡿨_rpnn〕
纹	〔纟文丶_xyy〕
哭	〔口口犬⺀_kkdu〕
畜	〔亠幺田二_yxlf〕
玩	〔王二儿𡿨_gfqn〕
籍	〔𥫗三𡭔日_tdij〕
浅	〔氵二丶_ifxy〕
缝	〔纟夂丰辶_xtdp〕
怒	〔女又心⺀_vcnu〕
貌	〔豸白儿𡿨_erqn〕
悉	〔釆心⺀_onu〕
乃	〔乃𠄎丿_bbt〕
踏	〔𧾷水日一_lijg〕
柔	〔矛木⺀_csu〕
享	〔子二_ybf〕
赏	〔口贝⺀_ikmu〕
冒	〔⺜目二_jhf〕
圭	〔土土二_fff〕
浆	〔丬夕水⺀_uqiu〕
晨	〔日辰⺀_jdeu〕
彼	〔彳皮丶_tby〕
呵	〔口丁口一_kskg〕
肩	〔户月三_oed〕
爬	〔爪丨巴巛_rhcv〕
皆	〔匕白二_xxrf〕
氨	〔⺄宀女_rnpv〕
纵	〔纟人人丶_xwwy〕
租	〔禾月一一_tegg〕
尘	〔小土二_iff〕
巡	〔巛辶巛_vpv〕
绪	〔纟耂日一_xfjg〕
瓶	〔䒑廾瓦丶_uagy〕
帽	〔冂丨⺜目_mhjh〕
泉	〔白水⺀_riu〕
幼	〔幺力丿_xet〕
稿	〔禾冂口_tymk〕
钠	〔钅冂人丶_qmwy〕
冠	〔冖二儿寸_pfqf〕
弧	〔弓爪厶丶_xrcy〕
